product,game_variant,prize_tier,winning_rule,prize_value_vnd,details_json,source_url
keno,tabSelNumberInfo,Trùng 04 trong 20 số,Trùng 04 trong 20 số,20000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""20.000 đ ( Số lượng: 26 )"",""Xác định kết quả"":""Trùng 04 trong 20 số""},""row_index"":3,""table_index"":8}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 04 trong 20 số,Trùng 04 trong 20 số,40000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""40.000 đ ( Số lượng: 14 )"",""Xác định kết quả"":""Trùng 04 trong 20 số""},""row_index"":2,""table_index"":9}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 04 trong 20 số,Trùng 04 trong 20 số,400000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""400.000 đ"",""Xác định kết quả"":""Trùng 04 trong 20 số""},""row_index"":0,""table_index"":11}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 05 trong 20 số,Trùng 05 trong 20 số,20000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""20.000 đ ( Số lượng: 13 )"",""Xác định kết quả"":""Trùng 05 trong 20 số""},""row_index"":5,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 05 trong 20 số,Trùng 05 trong 20 số,30000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""30.000 đ ( Số lượng: 9 )"",""Xác định kết quả"":""Trùng 05 trong 20 số""},""row_index"":4,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 05 trong 20 số,Trùng 05 trong 20 số,50000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""50.000 đ ( Số lượng: 1 )"",""Xác định kết quả"":""Trùng 05 trong 20 số""},""row_index"":3,""table_index"":7}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 05 trong 20 số,Trùng 05 trong 20 số,100000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""100.000 đ ( Số lượng: 9 )"",""Xác định kết quả"":""Trùng 05 trong 20 số""},""row_index"":2,""table_index"":8}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 05 trong 20 số,Trùng 05 trong 20 số,450000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""450.000 đ ( Số lượng: 3 )"",""Xác định kết quả"":""Trùng 05 trong 20 số""},""row_index"":1,""table_index"":9}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 05 trong 20 số,Trùng 05 trong 20 số,4400000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""4.400.000 đ"",""Xác định kết quả"":""Trùng 05 trong 20 số""},""row_index"":0,""table_index"":10}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 06 trong 20 số,Trùng 06 trong 20 số,80000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""80.000 đ ( Số lượng: 4 )"",""Xác định kết quả"":""Trùng 06 trong 20 số""},""row_index"":4,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 06 trong 20 số,Trùng 06 trong 20 số,150000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""150.000 đ ( Số lượng: 4 )"",""Xác định kết quả"":""Trùng 06 trong 20 số""},""row_index"":3,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 06 trong 20 số,Trùng 06 trong 20 số,500000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""500.000 đ ( Số lượng: 2 )"",""Xác định kết quả"":""Trùng 06 trong 20 số""},""row_index"":2,""table_index"":7}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 06 trong 20 số,Trùng 06 trong 20 số,1200000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""1.200.000 đ ( Số lượng: 2 )"",""Xác định kết quả"":""Trùng 06 trong 20 số""},""row_index"":1,""table_index"":8}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 06 trong 20 số,Trùng 06 trong 20 số,12500000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""12.500.000 đ"",""Xác định kết quả"":""Trùng 06 trong 20 số""},""row_index"":0,""table_index"":9}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 07 trong 20 số,Trùng 07 trong 20 số,710000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""710.000 đ"",""Xác định kết quả"":""Trùng 07 trong 20 số""},""row_index"":3,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 07 trong 20 số,Trùng 07 trong 20 số,1500000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""1.500.000 đ"",""Xác định kết quả"":""Trùng 07 trong 20 số""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 07 trong 20 số,Trùng 07 trong 20 số,5000000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""5.000.000 đ"",""Xác định kết quả"":""Trùng 07 trong 20 số""},""row_index"":1,""table_index"":7}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 07 trong 20 số,Trùng 07 trong 20 số,40000000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""40.000.000 đ"",""Xác định kết quả"":""Trùng 07 trong 20 số""},""row_index"":0,""table_index"":8}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 08 trong 20 số,Trùng 08 trong 20 số,8000000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""8.000.000 đ"",""Xác định kết quả"":""Trùng 08 trong 20 số""},""row_index"":2,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 08 trong 20 số,Trùng 08 trong 20 số,12000000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""12.000.000 đ"",""Xác định kết quả"":""Trùng 08 trong 20 số""},""row_index"":1,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 08 trong 20 số,Trùng 08 trong 20 số,200000000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""200.000.000 đ"",""Xác định kết quả"":""Trùng 08 trong 20 số""},""row_index"":0,""table_index"":7}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 09 trong 20 số,Trùng 09 trong 20 số,150000000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""150.000.000 đ"",""Xác định kết quả"":""Trùng 09 trong 20 số""},""row_index"":1,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 09 trong 20 số,Trùng 09 trong 20 số,800000000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""800.000.000 đ"",""Xác định kết quả"":""Trùng 09 trong 20 số""},""row_index"":0,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
keno,tabSelNumberInfo,Trùng 10 trong 20 số,Trùng 10 trong 20 số,2000000000,"{""columns"":{""Giá trị trúng thưởng (Số lượng trúng thưởng)"":""2.000.000.000 đ"",""Xác định kết quả"":""Trùng 10 trong 20 số""},""row_index"":0,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-keno-result?id=0284640
